Placa,Ano,Modelo
KCV1202,1997.0,GOL PLUS MI
QHL5109,2015.0,BIZ 125 ES
MIR0575,2011.0,AGILE LT
MJR4429,2010.0,LIVINA 18SL
IXK7908,2016.0,CB 250F TWISTER
IQO7627,2010.0, AGILE LT
AWL4263,2012.0,GOL 1.0 GIV
AYP1745,2014.0,CLIO
DMO1967,1967.0,RENAULT GORDINI
BCY6F16,2019.0,MASTER MART L3
AUN8711,2011.0,FLUENCE DYN20M
QJR9122,2019.0,FH 540 6X4T
QPZ3681,2019.0,VOYAGE 1.6L MB5
MGQ2326,2009.0,ECOSPORT XLT1.6FLEX
BBF8G52,2017.0,XJ6 N ABS
QJR8593,2019.0,TGX 29.480 6X4 T
AWK7958,2012.0,CG 125 FAN KS
EZQ2A83,2011.0,MARCH 10S FLEX
BBR5036,2017.0,KWID INTENS 10MT
OWK8789,2013.0,FIESTA SEDAN FLEX
DTH5734,2006.0,CG 150 TITAN ES
MCB6044,2004.0,CG 150 TITAN ESD
MEU6649,2006.0,GOL 1.0
MMF6750,2011.0,FH 440 6X2T
MHP7783,2010.0,KA FLEX
AZW5841,2015.0,SANDERO EXPR 10
AVC6505,2011.0,ATEGO 2425
MBL2988,2006.0,FIESTA SEDAN FLEX
MIT9175,2011.0,BIZ 125 ES
MIT6982,2011.0,VM 260 6X2R
MBW0515,2003.0,CELTA 3 PORTAS SUPER
MLH4221,2013.0,MONTANA LS
MCT2009,2002.0,POLO 1.6
QIU8949,2017.0,KA TRAIL 1.0 HA B
MLX4245,2013.0,HB20S 1.0M 1.0M
QUQ0606,2020.0,VW/VIRTUS HL AD
FEQ7788,2011.0,EDGE V6 FWD
RKZ2A04,2021.0,CG 160 FAN
PYG8I69,2017.0,HB20 1.0M COMFOR
BBN4A65,2017.0,CRUZE
AWS8898,2015.0,CIVIC LXR
MJG1819,2010.0,SANDERO EXP1016V
REB5D58,2020.0,STRALIS 800S48TZ
QHG3768,2015.0,VERSA 10 S
FJH6H67,2016.0,AMAROK CD 4X4 HIGH
QJO4675,2019.0,SPIN 18L MT PREMIER
QJF6258,2018.0,HR-V EX CVT
AXR5G68,2022.0,
REP4J99,2021.0,DUSTER ICO16 CVT
RYF0E77,2022.0,COMPASS LIMITED TD
MFB0582,2006.0,CIVIC LX
NEN5321,2011.0,CG 125 FAN KS
QJW5575,2019.0,KA SE 1.0 HA C
MIX0D69,2009.0,GM CAPTIVA SPORT FWD
LXE6697,1971.0,L 1313
LVZ9131,2002.0,XLR 125 ES
EBD5023,2007.0,FREE HOBBY FH 1
MGP1553,2009.0,UNO MILLE WAY ECON
MFT9537,2009.0,GOL 1.0 GIV
JQT3143,2006.0,206 SW14 PRES FX
MAP0394,1999.0,UNO MILLE EX
MJM7623,2012.0,VERSA 16SV FLEX
ERS7912,2012.0,HILUX CD4X4 SRV
MCC2424,2008.0,BMW 320I VG71
MIF6694,2010.0,CLIO
CBR7133,1996.0,LS 1935
BRB0624,1989.0,KADETT SL
MCA6599,2001.0,YBR 125E
MMA4579,2011.0,FIESTA SEDAN1.6FLEX
MFC9775,2008.0,FOCUS
AUT4378,2011.0,8.150 E DELIVERY PLUS
JJQ7653,2007.0,PALIO WK ADVEN FLEX
JKL4294,2013.0,SIENA
AQT5573,2008.0,KA FLEX
LWY6156,1995.0,CORSA WIND
ASF9244,2010.0,GOL 1.6
MBK1703,2002.0,M.REGIS TRANSCS
MEX7106,2008.0,SANDERO EXP1016V
LBS8544,1996.0,306 XS
AQQ9584,2008.0,SAVEIRO 1.6
AZH6585,2014.0,CELTA 1.0L LT
LZJ8694,1980.0,L 1113
ASV0198,2010.0,SAVEIRO 1.6 CE
IDJ3343,1989.0,LS 1934
CVP7878,2006.0,8.150
MEX1611,2005.0,CG 150 TITAN KS
APV2913,2008.0,RANDON SRFG LO
MGP7430,2003.0,KA GL
BWQ3551,1993.0,LS 1935
IIS7590,1999.0,R114 GA4X2NZ 360
AQH1715,2008.0,ASTRA SEDAN ADVANTAGE
BWS5936,1994.0,NL12 360 4X2
MJJ5441,2012.0,PITSPORT LEO2
MLC9119,2008.0,JOURNEY
MMJ3356,2014.0,FIORINO 1.4 FLEX
AVB0222,2006.0,L200 SPORT 4X4 HPE
MGI6972,2005.0,GOLF FLASH
MAX0507,1998.0,T114 GA4X2NZ 320
MCM6242,2002.0,KA GL
AUM0231,2006.0,FIT EX
MDG1511,2003.0,CORSA CLASSIC
MGB5031,2007.0,SCENIC EXP 1616V
CRQ5031,1997.0,PARATI GL 1.8 MI
MBM6533,2002.0,PALIO ELX
MIF9160,2008.0,PAJERO SPORT HPE
AQI2382,2008.0,CELTA 4P LIFE
MDQ2486,2006.0,SAVEIRO 1.6
MCD3017,2002.0,CRYPTON T105E
MCV2639,2002.0,CELTA 3 PORTAS
LXN4858,1979.0,L 1113
APS1026,2002.0,E
CYL0403,1999.0,POLO
MCR6017,2003.0,NOMA SR2E18RT2 CG
NJC0789,2007.0,CG 150 TITAN ESD
LXQ5549,1995.0,GOLF
MFG6525,2007.0,DY
DYB2967,2007.0,PRISMA MAXX
MFN7557,2009.0,UNO MILLE ECONOMY
MEJ1929,2005.0,GOL 1.6 POWER
MDR8253,2006.0,SAVEIRO 1.6
MHU2914,2010.0,CELTA 4P SPIRIT
MHN4015,2009.0,ECOSPORT XLT2.0FLEX
IDZ0986,1988.0,GOL GTS
MOM7549,2001.0,PALIO ELX
CZD1930,2002.0,CORSA HATCH
GPD0808,1986.0,PORSCHE
MJA8290,2004.0,GOL 1.0
MGF4974,2009.0,PRISMA JOY
DPG4268,2004.0,CLIO AUT 10 16VH
JOZ8687,2003.0,R124 GA6X4NZ 400
IKY5253,2002.0,FH12 380 4X2T
MFR4268,2007.0,FIELDER XEI18FLEX
MGQ9054,2009.0,SIENA
MDE8940,1978.0,BRASILIA
MFE8541,2006.0,CG 150 TITAN KS
LXV4210,1994.0,TIPO
MHQ6818,2011.0,STRADA TREK FLEX
MDI7264,2007.0,MERIVA MAXX
MRV0791,2008.0,P 340 A4X2
MEI5811,2004.0,23.220
DYD8367,2007.0,IDEA ADVENTURE FLEX
KDD2652,1997.0,310D
MBX0872,2001.0,ASTRA GL
MGK5280,2003.0,CLIO AUT 1.0 H
EQJ3505,2010.0,
CRT4378,1989.0,KORG
LZS3539,2005.0,CROSSFOX
MEQ2036,2008.0,DUCATO MAXICARGO
MCG8900,1992.0,VERONA LX
BYC9902,1994.0,PARATI CL
MIG6559,2010.0,LOGAN EXP 1016V
MDL6146,2005.0,CLIO PRI 10 16VS
MGC1514,2009.0,CG 125 FAN KS
DRQ5101,2005.0,XSARA PICASSOGXA
MHI3805,2009.0,PUNTO HLX 1.8
DCW5098,2000.0,GOL 16V
MCD1913,2003.0,CARGO 815
CSK5599,2009.0,19.320 CLC TT
MCU0738,2013.0,AXOR 28316X4
MFI7177,2009.0,CLIO
BWE5902,1991.0,NL10 340
AUI2922,2011.0,GOL 1.6 POWER
LZG8837,1986.0,GOL LS
MHG6658,2010.0,GOL 1.6
MJF6417,2011.0,GOL 1.0
MHM6426,2010.0,KA FLEX
MFX4615,2009.0,FOX 1.0
CVD8658,1990.0,MONZA SL
PTU4717,2020.0,POP 110I
AXE9130,2013.0,S10 LTZ DD4
MGS8518,2010.0,L200 OUTDOOR
LOR3021,2002.0,S40 2.0T
MJE9957,2011.0,COROLLA GLI FLEX
MFE7687,2008.0,FIESTA FLEX
MAO6822,2006.0,STILO FLEX
MJR7384,2012.0,BIZ 125 ES
MFY6577,2009.0,GOL 1.0
JIT4667,2010.0,C4
MAU1138,1997.0,ESCORT
MBG9628,1999.0,F250 XL L
BPN2922,1994.0,GOL 1000I
MDJ7898,2006.0,CG 150 TITAN KS
MEV6776,2008.0,KA FLEX
ARZ7392,2009.0,UNO MILLE ECONOMY
EQA8751,2010.0,CARGO 2422 E
MHJ3320,2005.0,CG 150 TITAN KS
IHX5962,1981.0,PASSAT LS
MIA3196,2010.0,PALIO FIRE ECONOMY
PNB2546,2015.0,CG 150 TITAN ESD
MGV7889,2009.0,CELTA 2P SPIRIT
MKF8802,2012.0,IDEA ESSENCE 1.6 DL
GTI5146,2006.0,FIELDER
NRL2505,2011.0,CR-V LX
MFO3644,2008.0,CG 150 TITAN KS
MBR9164,2003.0,CG 125 TITAN KS
MCR3956,2004.0,CG 150 JOB
MKA0380,2010.0,G 380 A4X2
MIZ8518,2011.0,GOL 1.0
BRL1112,1994.0,GOL 1000I
FDH6780,2012.0,TUCSON GLSB
AVY8691,2012.0,CELTA 1.0L LT
MEV6000,1997.0,NL12 360 4X2T EDC
MJK1002,2010.0,COROLLA ALTIS20FX
MJK1842,2011.0,POLO 1.6
MJC5377,2011.0,TIIDA
MKB5176,2011.0,A1
MJN2613,2011.0,UK2500
NSA4478,2013.0,COBALT 1.4 LTZ
MGE9552,2006.0,CG 150 TITAN KS
MKK2007,2012.0,207HB XR
AXR4994,2013.0,COROLLA XRS FLEX
FVN4240,2014.0,UNO VIVACE 1.0
NXX3057,2012.0,GOL 1.0 GIV
AUP6845,2011.0,FAZER YS250
LYD1671,1996.0,FIESTA
MGZ3048,2010.0,VOYAGE 1.6 COMFORTL
BEE1609,2004.0,ASTRA HATCH 5P GSI
MIX4398,2011.0,PRISMA 1.4L LT
MEN7993,2008.0,UNO MILLE FIRE FLEX
MJQ2277,2012.0,ECOSPORT SE 1.6
MHH0466,2010.0,SAVEIRO 1.6 CS
MHH6324,2009.0,CIVIC LXS FLEX
QIL1608,2014.0,FOCUS SE 1.6 H
QJC0204,2016.0,CIVIC LXR
MDZ0069,2004.0,8.120
QJZ5787,2019.0,TGX 29.480 6X4 T
KPP2629,2011.0,KYRONM200XDI
MGD8903,2009.0,COROLLA SEG18FLEX
QHZ8929,2016.0,ONIX 1.4AT LT
JOU2173,2005.0,STRADA FIRE CE FLEX
GBB9B59,2016.0,2008 ALLURE AT
EPY6071,2018.0,1039 3110B I26DS
IPS1275,2009.0,GOL 1.6 POWER
ILN2D14,2003.0,FIESTA EDGE
MJB2012,2010.0,FAZER YS250
AZA0954,2006.0,PALIO WK ADVEN FLEX
MDG2295,2006.0,CG 150 TITAN KS
MDO9315,2007.0,FOX 1.6 PLUS
DPE7634,2008.0,8.150E DELIVERY
MGL4397,2009.0,AXOR 2544 S
IQK5125,2009.0,25.320 CNC T 6X2
GTH2177,1995.0,UNO ELECTRONIC
GWT1856,2000.0,F250 XLT L
MAZ0871,1999.0,BVISTA ALUMINIUM JET
MIB6304,2010.0,CLASSIC
LCW9482,1999.0,RENAULT MEGANE 2.0 L
MSH7785,2008.0,AXOR 2640S6X4
MFN5006,2008.0,26.260 E
MIN9312,2011.0,BIZ 125 ES
MGJ3363,2009.0,BIZ 125 ES
MMQ0850,1979.0,CARAVAN
HQR7802,1995.0,T113 H 4X2 360
HTT2923,,STRADA FIRE FLEX
ARL4523,2009.0,CIVIC LXS FLEX
IJZ3417,2001.0,L 1620
MJJ5900,2004.0,ASTRA HB 4P ELITE
MAI5317,1991.0,T112 HW 4X2
MEV1055,2008.0,SAVEIRO 1.6
MHN6895,2009.0,MEGANESD EXPR 16
DJF9417,2006.0,CLASSIC LIFE
LZO3782,1989.0,T112 H
MGT4094,2009.0,STRADA TREK CE FLEX
MHA6225,2009.0,CELTA 4P SPIRIT
MFV9843,2009.0,FOX 1.0
MKI9980,2006.0,CG 150 TITAN ES
MKA1018,2011.0,ATEGO 2425
BZK7957,2018.0,AXOR 1933 LS
MFN6J96,2008.0,CG 150 TITAN ES
MCO2936,2004.0,RANDON SR FG
MEV4200,2000.0,YBR 125E
AQU6067,2008.0,CLIO
DVS2704,2007.0,FH 400 6X2T
MIH1977,2010.0,C2428 PMERECHIM 8X2
MGY3963,2008.0,ATEGO 2425
MEX6151,2006.0,CORSA HATCH JOY
MDR1564,2007.0,NXR150 BROS ES
MFQ8834,2008.0,CG 125 FAN
MDE3502,2002.0,CG 125 TITAN KS
MGA7418,2007.0,CG 150 TITAN KS
MCG8985,2004.0,CG 150 TITAN ES
MGP9583,2009.0,CB600F HORNET
MER5491,2005.0,YBR 125K
MHI3553,2009.0,G 420 A6X2
MBT6934,2003.0,L 1620
MHH7410,2004.0,C100 BIZ MAIS
MCV3941,2003.0,CG 125 TITAN KS
MIA5191,2011.0,CG 150 FAN ESI
MEP6307,2007.0,CBX 250 TWISTER
MHS6941,2010.0,COROLLA GLI18FLEX
MIN8962,2011.0,CG 125 FAN KS
MFY4804,2008.0,MOTOPRATICO ESP 1
ATU8783,2011.0,NXR150 BROS ES
MCQ4235,2005.0,CG 150 TITAN ESD
MIG2670,2004.0,YBR 125E
MCY7477,2004.0,CG 150 TITAN KS
QHJ3248,2015.0,CB 500X
MHF0538,2010.0,HR HDB
MGE1780,2003.0,CBX 250 TWISTER
QHR2417,2016.0,CB 250F TWISTER
MBV5334,2003.0,C100 BIZ ES
QJB9312,2017.0,PCX 150
MJF7374,2012.0,BIZ 125 ES
MFR2404,2008.0,BIZ 125 ES
MGV4497,2010.0,CG 125 FAN KS
MMM5330,2003.0,DRAG STAR XVS 650
QIO4870,2017.0,CB 250F TWISTER
QJR8102,2019.0,CG 160 START
RHE8A12,2021.0,NXR160 BROS ESDD
MGZ9C24,2008.0,CBX 250 TWISTER
JCR1F83,2018.0,A3 LM 150CV
EBC0704,2007.0,MICROONIBUS
MDQ4737,2005.0,ASTRA SEDAN CONFORT
MET1493,2007.0,ATEGO 2425
MCJ7499,2001.0,L 1620
KNG3853,1991.0,LS 1941
IQJ6592,2009.0,PERFILSUL RFC
MFE5757,2008.0,NX-4 FALCON
MXP1824,2007.0,CG 150 TITAN KS
MIV1809,2010.0,RANDON SR CA
MJC7880,2005.0,BVISTA ALUMINIUM JET
EVO5642,2013.0,R 440 A6X2
JGB7776,2002.0,X5 FA51
DGA4292,2002.0,MAREA HLX
CSI4147,2009.0,STRADA ADVENT FLEX
ISS5087,2011.0,SPORTAGE EX3 2.0G4
ASJ0410,1997.0,KADETT GL
LYM9471,1988.0,FABRICACAO PROPRIA
MGL6733,2008.0,570S42T
MJT3719,2010.0,CARRESUL CAB 300
NYR5744,2011.0,JOSIELMA CA 501
EDW8571,2008.0,PALIO FIRE FLEX
AVE2137,2012.0,CROSSFOX GII
DHS2886,2011.0,FOX 1.0 GII
MFC0967,2008.0,GOLF
MBM1231,2000.0,CORSA WIND
CVB3996,2001.0,GOLF
BPE8140,1992.0,UNO MILLE
LCH0889,1998.0,KA
LZX9352,1998.0,PALIO ED
MIQ5950,2011.0,HILUX CD4X4 SRV
MMB0740,2006.0,GOL 1.0
BEC1870,2012.0,FH 460 6X2T
MIG2637,2010.0,FH 440 6X2T
ILW1957,2004.0,MASTER SITNEI MI
MGZ1117,2010.0,TUCSON GL 20L
LXE0242,1988.0,SANTANA CL
AUW0275,2011.0,PALIO FIRE ECONOM
EDE0908,2007.0,A4 1.8T
MAU4080,1989.0,PAMPA L
KHL3662,2006.0,BIZ 125 ES
EGH5252,2008.0,CAPTIVA SPORT AWD
AYY9819,2014.0,LOGAN DYNA 16 M
ASJ0492,2010.0,GOL 1.0
MEJ0945,2008.0,VINCENZI CS 500
BBN2980,2017.0,UNO ATTRACTIVE 1.0E
ILG7876,2003.0,REBOX RBX-AB
JUH8109,2001.0,C100 BIZ ES
IFX8090,1987.0,MONZA L
QHL1266,2015.0,CARRECAR CRMO
ATY4B07,2011.0,I30 2.0
BDG2C30,2019.0,TRITON SPORT HPE
RLM6J26,2021.0,VITORIA LBM CS
LZP5764,1977.0,CHEVETTE
MDP9926,2006.0,SUZUKI EN125 YES
MDK9723,2006.0,FAZER YS250
DQO2794,2007.0,CLIO AUT 16 16VS
MCI2165,2004.0,CLIO AUT 1.0 H
MDO0857,2005.0,C100 BIZ ES
MBY1105,2003.0,CG 125 TITAN KS
MCO7402,2002.0,CBX 250 TWISTER
MIE8660,2008.0,L200 TRITON 3.2 D
MBN5860,1991.0,UNO MILLE
MEX7063,2008.0,L200 OUTDOOR
MAK0600,1996.0,CORSA WIND
MEV5225,2008.0,BIZ 125 ES
MFS7534,2008.0,C3 EXCL 14 FLEX
MEK8788,2006.0,CG 125 FAN
DJF5009,2006.0,FACCHINI SRF LO
MCW3472,2001.0,RANGER XL 13F
LAB1548,1994.0,UNO ELECTRONIC
INK0207,2006.0,CG 150 SPORT
MEY0458,2007.0,BIZ 125 ES
MJU7949,2011.0,BIZ 125 EX
MAQ5558,1989.0,DEL REY BELINA L
HSP0709,2005.0,RANGER XLS 12A
MKT4980,2006.0,CG 125 FAN
LZH2095,1987.0,CG 125
MHH6089,2009.0,SUZUKI GSX 1300 R
MFJ8098,2007.0,BIZ 125 KS
MEM4732,2004.0,CG 150 TITAN ESD
DDC0576,2001.0,CORSA WIND
MGO8620,2004.0,SAVEIRO 1.6 SUPERSURF
MGF5207,2009.0,FACCHINI SRF CT
ARB1271,2007.0,CG 150 TITAN KS
MDA9443,2006.0,SAVEIRO 1.6 SPORTLINE
AQW1613,2008.0,KOMBI
AVT3999,2010.0,24.250 CNC 6X2
MHU5483,2010.0,KA FLEX
LZK1837,1983.0,CG 125
CNT7009,1990.0,PARATI GL
MBU4657,2001.0,FABRICACAO PROPRIA
MDN0588,2004.0,C100 BIZ ES
AQS8681,2008.0,LINEA 16V DUALOGIC
MIK2406,2011.0,BIZ 125 ES
MGU2738,2010.0,CG 150 FAN ESI
LXR1100,1998.0,CBR 1100XX
MEA6044,2008.0,CG 150 TITAN KS
DND6434,2004.0,CG 150 TITAN ESD
MDP8854,2007.0,CG 125 FAN
MGR2176,2009.0,GOL 1.6 POWER
LZU7469,1997.0,GOL MI
ILM2019,2003.0,CG 125 TITAN ES
ASH0132,2008.0,R 420 A4X2
JJZ2372,2001.0,L 1620
MCN6031,2002.0,XTZ 125K
MFE4637,2008.0,KGOO EXPRESS16
IFG6785,1984.0,R112 H 4X2
MJF8786,2012.0,FACTOR YBR125 K
AVF3690,2012.0,FIORINO FLEX
CEW5374,1996.0,UNO MILLE EP
MFD7706,2008.0,206 14 SENSAT FX
MJV1242,2012.0,BIZ 125 KS
BPY0799,2002.0,BLAZER
EBI7263,2008.0,GOL 1.0 GIV
DNB2287,2004.0,307 SW 20A
IPL2629,2008.0,BORA
MFD4349,2007.0,BIZ 125 KS
CHC5016,1996.0,PARATI CL 1.6 MI
MFM0490,2001.0,FH12 380 4X2 T
AXG3536,2013.0,CIVIC LXS
MKP0841,2012.0,ONIX 1.4MT LT
AQA8371,2008.0,24.250 CLC 6X2
MGX0234,2009.0,CELTA 4P SPIRIT
MFF1387,2008.0,BIZ 125 ES
BRD9623,1994.0,POINTER CLI 1.8
BBW0016,2007.0,CIVIC LXS
FMH3496,2013.0,PITSPORT PIT1
IQP1300,2009.0,LEAD 110
MEP0187,2007.0,BIZ 125 ES
COW2808,1998.0,PALIO EDX
MLD7845,2013.0,CB 300R
MKH3464,2014.0,RANDONSP SRFG LO
AQN4557,2008.0,MONTANA CONQUEST
ICQ6464,1990.0,UNO MILLE
QHS7973,2015.0,CLIO EXP1016VH
OBL6336,2012.0,PALIO WK ATTRAC 1.4
MGK6940,2003.0,CG 125 TITAN KS
MDR4439,2006.0,CG 150 TITAN KS
MCO1828,2002.0,YBR 125K
NDC3256,2010.0,CG 150 FAN ESI
MFZ1476,2008.0,CG 150 TITAN KS
QIB7541,2015.0,CG150 FAN ESDI
MLI2878,2013.0,BIZ 125 ES
MEW6591,2005.0,NXR150 BROS ESD
NYA8846,2012.0,GOL 1.0 GIV
MGY6419,2009.0,CARGO 2422 E
MHI2175,2009.0,SUPER 100
MJU2631,2011.0,CG 125 FAN KS
MIS9938,2011.0,M.AMARAL AMC 1E
ATG8127,2010.0,CLIO CAM1016VH
MCY2882,2002.0,FIESTA STREET
CVL8244,2000.0,GOL 1.0
MFB7690,2006.0,NXR150 BROS ES
CEL7673,1986.0,ELBA CS
LZR1484,1998.0,COURIER
QHB4285,2014.0,DOBLO ATTRACTIV 1.4
AXQ1904,2007.0,POLO SEDAN 1.6
QHM4397,2015.0,SAVEIRO CS ST MB
IPF8742,2009.0,GOL 1.0
QOL6182,2018.0,AMAROK V6 HIGH AC4
LZJ1022,1998.0,VECTRA GLS
LZX1617,1977.0,F4000
MEK8935,2008.0,CG 150 TITAN KS
JCH1011,2010.0,FH 440 4X2T
IVS2535,2014.0,R 400 A6X2
ASW0622,2011.0,G 380 A4X2
MGE9053,2009.0,BIZ 125 ES
MIU5460,2012.0,FH 500 6X2T
BEG9911,2013.0,CITY LX FLEX
IXB2011,2010.0,R 420 A4X2
MIL9369,2010.0,BIZ 125 ES
IXN0194,2016.0,KA SE 1.5 HA B
QJM6015,2016.0,NOVO GOL TL MCV
MLY9892,2014.0,YS150 FAZER SED
IVO5622,2014.0,DUCATO MC SITNE
MIU7709,2010.0,NXR150 BROS ESD
MIA4509,2010.0,BIZ 125 KS
MHL5651,2009.0,CLIO CAM1016VH
IVC2891,2013.0,C3 AIRCROSS EXCA
EDZ7755,2009.0,XC60 3.0T AWD
AUA2964,2011.0,KA FLEX
MLW1510,2013.0,AMAROK CD 4X4 TREND
MJM6176,2011.0,S18 1.3 FLEX
MDF0981,2002.0,CORSA SEDAN
EDU1165,1993.0,FIAT TIPO 1.6 IE
MCF5037,2002.0,CELTA 5 PORTAS SUPER
MMI2745,2013.0,AMAROK CD 4X4 SE
IPQ1208,2009.0,G 380 A4X2
MDK0466,2005.0,HILUX CD4X4 SRV
MJD0173,2012.0,RIVA 150
MJL5869,2010.0,CG 125 CARGO KS
MJD8222,2011.0,LS 1634
MJR5399,2010.0,15.180 CNM
ECM4692,2010.0,FM 370 4X2T
ITD7040,2012.0,FH 460 6X4T
AUM3177,2011.0,FH 440 6X2T
MLS3217,2014.0,CRUZE LT NB
MLT9274,2014.0,19.330 MASTER
QIV4249,2017.0,BIZ 125
QHZ5440,2016.0,R 440 A6X2
HCU4440,2005.0,EUROTECH 450E37TN1
MAM8111,1999.0,PALIO EX
AZI6039,2015.0,XTZ250 TENERE
MKT9929,2011.0,CRUZE LT NB
MAZ2235,2000.0,SAVEIRO 1.6
MJI9987,2012.0,LOGAN EXP 1016V
MJT0340,2010.0,P 340 A4X2
LTN5935,2014.0,PALIO FIRE WAY
MIB8567,2010.0,TIIDA SEDAN 18F
MIV5827,2011.0,LANDER XTZ250
ARA9H22,2008.0,CARGO 2428 E
MAY4F02,1999.0,UNO MILLE EX
PUG8714,2013.0,DAILY 70C17HDCS
EQN6904,2010.0,GOL 1.6 POWER
AYU7637,2014.0,TGX 28.440 6X2 T
OQS2484,2013.0,UNO VIVACE 1.0
MHD0594,2009.0,PARATI PATRULH. 1.6
AXB0573,2013.0,HILUX CD4X4 SRV
MGM5880,2003.0,UNO MILLE FIRE
ITT1216,2012.0,ACTROS 2646LS6X4
MJF2451,2011.0,CG 125 FAN KS
MBN2496,2001.0,CG 125 TITAN ES
MEV7585,2008.0,CG 150 TITAN KS
BCG1705,2011.0,CR-V LX
QTL8848,2019.0,CG 160 FAN
EGA2944,2008.0,SPACEFOX
MIC8584,2010.0,BORA
BCC9072,2018.0,HB20 1.6M COMF
OKH8008,2014.0,FH 460 6X2T
QJR6505,2019.0,XRE 190
MLG7511,2013.0,PUNTO ESSENCE 1.6
AXB2603,2013.0,Z800
MKU3347,2014.0,HB20S 1.6A COMF
MIN0452,2011.0,FH 440 6X4T
MLV2599,2011.0,PALIO WEEK TREKKING
MFU7081,2014.0,PALIO FIRE WAY
LZY3189,1997.0,VW GOL CL 1.6 MI
QIA6832,2016.0,CG 160 FAN ESDI
KXT6402,2010.0,118I UE71
PZX7383,2017.0,SANDERO ST16 SCE
QJE7390,2018.0,CG 125I FAN
MDR7034,2007.0,BIZ 125 ES
BAA9104,2015.0,PALIO FIRE
MIF8106,2010.0,AX0R 1933 S
MFF3860,2001.0,CG 125 TITAN KS
MGL6613,2008.0,BIZ 125 KS
RKZ7A17,2020.0,ONIX PLUS 10MT LT1
AZZ5F24,2011.0,9800I 6X4
IQY1137,2010.0,GUERRA AG GR
MFJ9593,2008.0,BIZ 125 KS
DZY4B49,2007.0,C3 GLX 14 FLEX
BAF9J19,2020.0,XF105 FTS 460A
CKO8242,2006.0,STRADA TREK CE FLEX
MFV4H47,2009.0,PALIO FIRE ECONOMY
ENE4D56,2022.0,GOL MPI
ATM7715,2010.0,CG 125 FAN KS
AQW1913,2008.0,CG 125 FAN
ERV3I40,2010.0,SOUL EX 1.6L
LQU8468,2013.0,G 400 A4X2
QIB8F54,2016.0,IX35 B
IFD5E19,1990.0,LS 1941
RAB8725,2019.0,CG 160 FAN
RDS0A57,2020.0,ONIX 10MT LT1
QJM9667,2018.0,FOCUS SE AT 2.0HC
AVP3091,2012.0,NOMA SR3E27 CS
MED0D78,2005.0,CG 150 TITAN ESD
RXP5E22,2022.0,XTZ150 CROSSER Z
OKH1863,2015.0,BIZ 125 ES
MKB9F23,2012.0,CG 125 FAN ES
QIJ6F48,2017.0,XTZ150 CROSSER E
IXD5262,2016.0,FH 460 6X2T
MEX2759,2006.0,CG 150 TITAN KS
EWU3F43,2011.0,19.320 CLC TT
MJA4H97,2011.0,SAVEIRO 1.6 CE CROSS
MFE7G50,2001.0,CLIO RT 1.0 16V
SDR9F19,2022.0,CAB 500 CA
KMM3J80,2000.0,GOLF
MBE9659,1998.0,FH12 380 4X2 T
MDW1379,2004.0,8.120
BMC8146,1985.0,GOL S
MCZ7755,2005.0,FIESTA SEDAN1.6FLEX
FRO1460,2007.0,FRONTIER SEL
EGK8560,2008.0,MASTER 8M3 25DCI
GLK4807,1992.0,L 1618
MCY7446,2004.0,R124 GA4X2NZ 360
MDO1373,2007.0,ASTRA HB 4P ADVANTAGE
DMK7016,2003.0,GOL 1.0
HRC9253,1994.0,CHEVROLET C20 CUSTOM S
KHM8267,2002.0,COROLLA XEI18VVT
MFL3028,2007.0,CG 150 TITAN KS
CCH3674,1995.0,ESCORT 1.0 HOBBY
MEW6828,2007.0,NXR150 BROS ES
MDN5968,2004.0,C100 BIZ
MFI0608,2007.0,CLIO AUT 1.0 H
MFS1438,2007.0,CG 125 FAN
MFN3406,2008.0,UNO MILLE ECONOMY
MBL8222,2000.0,SUZUKI INTRUDER 250
MGI7469,2008.0,ECOSPORT XLT1.6FLEX
MDY0847,2006.0,DUCATO CARGO
MAC6048,2005.0,FIESTA
QEO9046,2019.0,POP 110I
MFZ5784,2008.0,710
MFF4196,2008.0,L200 TRITON 3.2 D
MIA3750,2008.0,BORA
MDA4138,2003.0,CORSA CLASSIC
MDX5723,2007.0,CG 125 FAN
MDP9989,2004.0,CLASSIC LIFE
MJJ1404,2007.0,S10 ADVANTAGE D
MHC9412,2007.0,CG 150 TITAN ES
IJO0338,2000.0,P94 DB4X2NZ 260
IMA8932,2004.0,L 1620
MEF3809,2005.0,PALIO FIRE FLEX
MBD8795,2001.0,CORSA MILENIUM
IJD5440,1999.0,6100
MBQ1132,2001.0,GOL 1.0
MEQ2348,2006.0,206 14 PRESEN FX
MED5929,2005.0,UNO MILLE FIRE FLEX
DCB5540,2001.0,UNO MILLE FIRE
MDM5549,2004.0,SANTANA
LXX6678,1996.0,CG 125 TITAN
MEE2699,2005.0,ECOSPORT XLT1.6FLEX
MFX2387,2009.0,CG 125 FAN KS
MBK9576,2006.0,CG 150 TITAN KS
MBG6433,2001.0,NH12380 4X2T
MBQ4668,2000.0,710
MHD5250,2005.0,FIESTA
HHM6278,2007.0,FIORINO FLEX
IHF5846,1983.0,RX 125
MHP2695,2009.0,MEGANESD EXPR 16
MDP9311,2003.0,CG 125 TITAN KS
MDZ3492,2004.0,CORSA CLASSIC
HZU0055,2002.0,CELTA
BXH4845,1994.0,LS 1935
MET7342,2004.0,CARGO 2422 T
MBN4055,2002.0,FIESTA STREET
